,,,Current Location,,,,,Displacement Dynamics,,,,,,,Priority Need,Shelter Details (# of HHs),,,,,,,,,,,,,
IDPs,,,Al Dhale'e,Jahaf,,Al-Thari - ??????,7,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-25,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,7,0,,20190101 - 20190622,D06080
IDPs,,,Ibb,Ba'dan,,Al-Qarein - ??????,3,Al Dhale'e,Qa'atabah,ODOG,2019-05-25,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,2,,20190101 - 20190622,D06082
IDPs,,,Ibb,Dhi As Sufal,,Dhi Sufal - ?? ??????,2,Amanat Al Asimah,As Sabain,ODOG,2019-05-25,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D06088
IDPs,,,Amanat Al Asimah,Bani Al Harith,, - ,1,Hajjah,Abs,ODOG,2019-05-25,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D06144
IDPs,,,Taizz,Mawiyah,,Markez Al-Shorman - ???? ???????,4,Al Dhale'e,Al Husha,ODOG,2019-05-25,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,3,0,0,0,0,1,0,0,,20190101 - 20190622,D06149
IDPs,,,Taizz,Mawiyah,,Al-Sowayah - ???????,2,Al Dhale'e,Qa'atabah,ODOG,2019-05-25,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D06150
IDPs,,,Ibb,As Sayyani,,Al-Seerat - ???????,2,Al Dhale'e,Qa'atabah,ODOG,2019-05-25,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D06182
IDPs,,,Ibb,As Sayyani,Dhi Ashraq,Thee Shraq,2,Amanat Al Asimah,Shu'aub,ODOG,2019-05-25,Conflict,???? ?? ???????,Rapid Onset Displacement,Food,0,0,0,0,0,0,0,2,0,0,0,,20190623 - 20190629,D06757
IDPs,,,Ibb,Al Dhihar,Thawab Al-Asfal,Sel,4,Sana'a,Nihm,ODOG,2019-05-25,Other,?????? ???,Other,Food,0,0,0,0,0,0,0,4,0,0,0,,20190623 - 20190629,D06800
IDPs,,,Ibb,Al Dhihar,Thawab Al-Asfal,Sel,4,Taizz,Al Qahirah,ODOG,2019-05-25,Conflict,????,Other,Food,0,0,0,0,0,0,0,4,0,0,0,,20190623 - 20190629,D06819
IDPs,,,Amanat Al Asimah,As Sabain,, - ,1,Al Dhale'e,Qa'atabah,ODOG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05003
IDPs,,,Amanat Al Asimah,As Sabain,, - ,5,Al Hudaydah,Al Hali,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D05004
IDPs,,,Amanat Al Asimah,As Sabain,, - ,1,Al Bayda,Rada',ODOG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05005
IDPs,,,Amanat Al Asimah,As Sabain,, - ,2,Al Hudaydah,Al Mina,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D05013
IDPs,,,Ibb,Mudhaykhirah,,Al-Sharqi - ??????,1,Taizz,Al Mudhaffar,ODOG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05057
IDPs,,,Taizz,Al Qahirah,, - ?????? ????????,1,Taizz,Maqbanah,ODSG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05062
IDPs,,,Taizz,Al Qahirah,, - ?????? ????????,3,Al Hudaydah,Al Garrahi,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D05069
IDPs,,,Amanat Al Asimah,Shu'aub,, - ,1,Al Hudaydah,At Tuhayat,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05089
IDPs,,,Al Mahwit,Al Mahwait,,Sahban - ?????,2,Amanat Al Asimah,Shu'aub,ODOG,2019-05-26,Other,Other,,Access to income,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D05195
IDPs,,,Al Dhale'e,Al Hussein,,Al-Munadi - ???????,17,Al Dhale'e,Qa'atabah,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,5,0,0,0,0,4,8,0,,20190101 - 20190622,D05249
IDPs,,,Al Dhale'e,Al Hussein,,Khalah - ???,16,Al Dhale'e,Qa'atabah,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Household Items (NFI),5,0,0,6,0,0,0,0,3,2,0,,20190101 - 20190622,D05252
IDPs,,,Shabwah,Al Talh,,Al-Hasr Al-Belad - ????? ??????,1,Shabwah,Al Talh,SDSG,2019-05-26,Natural Disaster,Drought,,Drinking Water,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05286
IDPs,,,Al Dhale'e,Jahaf,,Sharan - ????,-1,Al Dhale'e,Qa'atabah,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,-1,0,,20190101 - 20190622,D05289
IDPs,,,Al Dhale'e,Jahaf,,Sharan - ????,-27,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,-27,0,0,0,0,0,,20190101 - 20190622,D05290
IDPs,,,Al Dhale'e,Jahaf,,Qarn Aali - ??? ????,-1,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,-1,0,,20190101 - 20190622,D05291
IDPs,,,Sana'a,Bani Hushaysh,,Al-Malecah - ??????,2,Marib,Medghal,ODOG,2019-05-26,Other,Other,,Access to income,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D05315
IDPs,,,Amanat Al Asimah,Az'zal,, - ,1,Taizz,Al Wazi'iyah,ODOG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05326
IDPs,,,Ibb,Ibb,,Al-Qeif - ?????,2,Al Dhale'e,Damt,ODOG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05329
IDPs,,,Ibb,Ibb,,Thee Careeb - ?? ????,4,Ibb,Ibb,SDSG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D05334
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Dhalae - ??????,8,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,4,0,0,0,0,4,0,0,,20190101 - 20190622,D05350
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Warah - ??????,4,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,4,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05352
IDPs,,,Al Dhale'e,Al Azariq,,Al-Hamra'a - ???????,4,Al Dhale'e,Qa'atabah,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,1,3,0,,20190101 - 20190622,D05359
IDPs,,,Al Dhale'e,Al Azariq,,Al-Hamra'a - ???????,1,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05360
IDPs,,,Al Dhale'e,Al Azariq,,Al-Qaflah - ??????,4,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,0,4,0,,20190101 - 20190622,D05361
IDPs,,,Al Hudaydah,Bajil,,Bajel - ????,27,Hajjah,Hayran,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Household Items (NFI),0,0,0,11,0,0,0,7,0,9,0,,20190101 - 20190622,D05375
IDPs,,,Al Hudaydah,Bajil,,Bajel - ????,11,Al Hudaydah,Ad Durayhimi,ODSG,2019-05-26,Conflict,Al Hudaydah conflict,,Household Items (NFI),11,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05376
IDPs,,,Al Dhale'e,Damt,,Hamam Damt - ???? ???,2,Al Dhale'e,Qa'atabah,ODSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D05424
IDPs,,,Taizz,Jabal Habashy,,Al-Mashjab - ??????,1,Taizz,Al Mudhaffar,ODSG,2019-05-26,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,0,0,1,,20190101 - 20190622,D05498
IDPs,,,Taizz,Jabal Habashy,,Ocad - ????,10,Taizz,Al Mudhaffar,ODSG,2019-05-26,Conflict,General Conflict,,Household Items (NFI),5,0,0,5,0,0,0,0,0,0,0,,20190101 - 20190622,D05503
IDPs,,,Al Dhale'e,Ad Dhale'e,,Shab Al-Aswad - ??? ??????,23,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,23,0,0,,20190101 - 20190622,D05598
IDPs,,,Marib,Marib City,,Al Ruwdah - ??????,3,Ibb,As Sayyani,ODOG,2019-05-26,Conflict,General Conflict,,Shelter/Housing,0,0,0,0,0,0,0,2,1,0,0,,20190101 - 20190622,D05644
IDPs,,,Sana'a,Sanhan,, - ????,3,Al Hudaydah,Al Hali,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Financial support,0,0,0,0,0,0,0,2,1,0,0,,20190101 - 20190622,D05701
IDPs,,,Raymah,Bilad At Ta'am,,Sama - ???,1,Al Hudaydah,Az Zaydiyah,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05715
IDPs,,,Al Dhale'e,Ad Dhale'e,,Shab Al-Aswad - ??? ??????,23,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-26,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,23,0,0,,20190101 - 20190622,D05797
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,1,Al Hudaydah,Al Mina,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D05870
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,2,Al Hudaydah,Al Mina,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D05871
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,1,Al Hudaydah,Al Hawak,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D05873
IDPs,,,Taizz,Al  Mukha,,Al-Manaseeb - ????????,3,Al Hudaydah,Al Mina,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,2,0,0,0,0,0,,20190101 - 20190622,D05877
IDPs,,,Taizz,Al  Mukha,,Al-Manaseeb - ????????,5,Al Hudaydah,Al Hali,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,3,0,2,0,0,0,0,0,,20190101 - 20190622,D05878
IDPs,,,Taizz,Al  Mukha,,Al-Manaseeb - ????????,4,Al Hudaydah,Al Hawak,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,0,1,0,0,2,0,,20190101 - 20190622,D05881
IDPs,,,Taizz,Al Mawasit,,Al-Hanhan - ??????,1,Amanat Al Asimah,As Sabain,ODOG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05916
IDPs,,,Taizz,Al Mawasit,,Hajrah - ????,1,Hajjah,Abs,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05918
IDPs,,,Taizz,Al Mawasit,,Al-Masheereih - ????????,2,Al Hudaydah,Al Hawak,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,1,1,0,,20190101 - 20190622,D05921
IDPs,,,Taizz,Al Mawasit,,Al-Haqeebah - ???????,2,Al Hudaydah,Al Mina,ODOG,2019-05-26,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D05922
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,6,Hajjah,Al Maghrabah,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,3,1,2,0,,20190101 - 20190622,D05970
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,2,Hajjah,Al Jamimah,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,1,1,0,0,,20190101 - 20190622,D05973
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,1,Hajjah,Aflah Ash Shawm,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05974
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,3,Hajjah,Hajjah City,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,0,1,2,0,,20190101 - 20190622,D05975
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,3,Hajjah,Haradh,ODOG,2019-05-26,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,2,1,0,,20190101 - 20190622,D05978
IDPs,,,Taizz,Al Mudhaffar,, - ???? ???,3,Taizz,Jabal Habashy,ODSG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D06038
IDPs,,,Taizz,Al Mudhaffar,, - ???? ???,3,Taizz,Jabal Habashy,ODSG,2019-05-26,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D06039
IDPs,,,Taizz,Mawiyah,,Qabaein - ?????,1,Taizz,Mawiyah,SDSG,2019-05-26,Conflict,General Conflict,,Financial support,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D06148
IDPs,,,Amanat Al Asimah,As Sabain,, - ,1,Al Hudaydah,Al Mina,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05006
IDPs,,,Amanat Al Asimah,As Sabain,, - ,1,Al Hudaydah,Zabid,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05007
IDPs,,,Amanat Al Asimah,As Sabain,, - ,1,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05008
IDPs,,,Amanat Al Asimah,As Sabain,, - ,2,Taizz,Maqbanah,ODOG,2019-05-27,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D05009
IDPs,,,Amanat Al Asimah,As Sabain,, - ,6,Al Dhale'e,Ad Dhale'e,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,6,0,0,0,,20190101 - 20190622,D05010
IDPs,,,Amanat Al Asimah,As Sabain,, - ,3,Al Dhale'e,Qa'atabah,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,3,0,0,0,,20190101 - 20190622,D05011
IDPs,,,Hajjah,Mustaba,,Al-Mawzat - ???????,25,Hajjah,Mustaba,SDSG,2019-05-27,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,25,0,0,0,0,,20190101 - 20190622,D05018
IDPs,,,Hajjah,Mustaba,,Al-Malaqah - ???????,47,Hajjah,Mustaba,SDSG,2019-05-27,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,47,0,0,0,0,,20190101 - 20190622,D05019
IDPs,,,Sana'a,Sa'fan,,Al-Zala'a - ???????,1,Amanat Al Asimah,As Sabain,ODOG,2019-05-27,Other,Other,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05039
IDPs,,,Ibb,As Sayyani,,Mahtab - ????,3,Al Dhale'e,Qa'atabah,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,3,0,0,,20190101 - 20190622,D05099
IDPs,,,Al Dhale'e,Al Hussein,,Al-Munadi - ???????,7,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,3,4,0,,20190101 - 20190622,D05248
IDPs,,,Al Dhale'e,Al Hussein,,Al-Aqlah - ??????,13,Al Dhale'e,Qa'atabah,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,3,0,0,0,0,3,7,0,,20190101 - 20190622,D05250
IDPs,,,Al Dhale'e,Al Hussein,,Adeenah - ?????,10,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,10,0,0,,20190101 - 20190622,D05251
IDPs,,,Shabwah,Al Talh,,Dhafarah - ?????,1,Shabwah,Al Talh,SDSG,2019-05-27,Natural Disaster,Drought,,Drinking Water,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D05287
IDPs,,,Sana'a,Bani Hushaysh,,Al-Malecah - ??????,3,Marib,Medghal,ODOG,2019-05-27,Other,Other,,Access to income,0,0,0,0,0,0,0,2,1,0,0,,20190101 - 20190622,D05318
IDPs,,,Amanat Al Asimah,Az'zal,, - ,1,Aden,Craiter,ODOG,2019-05-27,Other,Other,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05325
IDPs,,,Abyan,Zingibar,,Amoudyah - ??????,5,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,3,2,0,0,,20190101 - 20190622,D05337
IDPs,,,Abyan,Khanfir,,Jasr 26 Meyklan - ???26 ??????,10,Al Hudaydah,Hays,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,4,0,6,0,0,,20190101 - 20190622,D05342
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Bajh - ?????,8,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,8,0,0,,20190101 - 20190622,D05353
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Heis - ?????,2,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,2,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05355
IDPs,,,Al Dhale'e,Jahaf,,Qarn Aali - ??? ????,1,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D05364
IDPs,,,Al Dhale'e,Damt,,Al-Nowamah - ???????,3,Al Dhale'e,Qa'atabah,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,3,0,0,,20190101 - 20190622,D05423
IDPs,,,Taizz,Jabal Habashy,,Al-Ecam - ??????,1,Taizz,Al Mudhaffar,ODSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05510
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Ashry - ??????,14,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,14,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05592
IDPs,,,Sana'a,Sanhan,, - ??? ???,2,Al Dhale'e,Qa'atabah,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,0,0,0,0,2,0,0,0,,20190101 - 20190622,D05700
IDPs,,,Raymah,Mazhar,,Al-Suhoul - ???????,2,Al Dhale'e,Qa'atabah,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D05712
IDPs,,,Al Dhale'e,Ad Dhale'e,,Al-Ashry - ??????,14,Al Dhale'e,Ad Dhale'e,SDSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Food,14,0,0,0,0,0,0,0,0,0,0,,20190101 - 20190622,D05742
IDPs,,,Al Dhale'e,Jahaf,,Al-Sheimah - ??????,1,Al Dhale'e,Ad Dhale'e,ODSG,2019-05-27,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D05790
IDPs,,,Taizz,Jabal Habashy,,Nejd Al-Owd - ??? ?????,2,Taizz,Salh,ODSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D05815
IDPs,,,Taizz,Jabal Habashy,,Al-Barahat - ???????,1,Taizz,Maqbanah,ODSG,2019-05-27,Conflict,General Conflict,,Shelter/Housing,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D05816
IDPs,,,Taizz,Jabal Habashy,,Ocad - ????,1,Taizz,Al Mudhaffar,ODSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05818
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,3,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,3,0,0,0,0,,20190101 - 20190622,D05868
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,2,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,0,0,0,0,1,0,,20190101 - 20190622,D05872
IDPs,,,Taizz,Al  Mukha,,Al-Makha - ??????,2,Al Hudaydah,Al Hali,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,0,0,2,0,,20190101 - 20190622,D05874
IDPs,,,Taizz,Al  Mukha,,Al-Jumah - ??????,3,Al Hudaydah,Al Mina,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,0,0,0,0,2,0,,20190101 - 20190622,D05875
IDPs,,,Taizz,Al  Mukha,,Al-Jumah - ??????,3,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,0,0,0,0,2,0,,20190101 - 20190622,D05876
IDPs,,,Taizz,Al  Mukha,,Al-Jumah - ??????,2,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Food,0,0,0,1,0,0,0,0,0,1,0,,20190101 - 20190622,D05880
IDPs,,,Taizz,Al Mawasit,,Al-Hanhan - ??????,1,Al Dhale'e,Al Husha,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,20190101 - 20190622,D05917
IDPs,,,Taizz,Al Mawasit,,Al-Manawed - ???????,1,Al Hudaydah,Al Hawak,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05919
IDPs,,,Taizz,Al Mawasit,,Al-Masheereih - ????????,2,Al Hudaydah,Al Hali,ODOG,2019-05-27,Conflict,Al Hudaydah conflict,,Shelter/Housing,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D05920
IDPs,,,Taizz,Al Mawasit,,Akhmour Dakhel - ????? ????,1,Taizz,At Ta'iziyah,ODSG,2019-05-27,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05923
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,1,Hajjah,Bani Al Awam,ODOG,2019-05-27,Conflict,Hajjah Conflict,,Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D05965
IDPs,,,Marib,Marib City,,Al Rumaylah - ???????,8,Hajjah,Ku'aydinah,ODOG,2019-05-27,Conflict,Hajjah Conflict,,Shelter/Housing,0,0,0,0,0,0,0,4,2,2,0,,20190101 - 20190622,D05980
IDPs,,,Taizz,Al Qahirah,, - ?????? ??????,1,Taizz,Al Qahirah,SDSG,2019-05-27,Conflict,General Conflict,,Food,0,0,0,0,0,0,0,1,0,0,0,,20190101 - 20190622,D05998
IDPs,,,Taizz,Mawiyah,,Al-Dhuhrah - ??????,1,Taizz,Mawiyah,SDSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,1,0,0,,20190101 - 20190622,D06147
IDPs,,,Taizz,Mawiyah,,Al-Sowayah - ???????,1,Al Dhale'e,Qa'atabah,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D06152
IDPs,,,Taizz,Mawiyah,,Al-Suwaida - ????????,3,Taizz,Mawiyah,SDSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,1,0,0,0,0,2,0,0,,20190101 - 20190622,D06153
IDPs,,,Taizz,Mawiyah,,Al-Warah - ??????,5,Taizz,Mawiyah,SDSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,2,0,0,0,0,3,0,0,,20190101 - 20190622,D06155
IDPs,,,Taizz,Mawiyah,,Shawkan - ?????,1,Al Dhale'e,Al Azariq,ODOG,2019-05-27,Conflict,Al Dhale'e Conflict,,Financial support,0,0,0,1,0,0,0,0,0,0,0,,20190101 - 20190622,D06156
IDPs,,,Taizz,Mawiyah,,Shawkan - ?????,4,Taizz,Mawiyah,SDSG,2019-05-27,Conflict,Other,,Financial support,0,0,0,0,0,0,0,0,4,0,0,,20190101 - 20190622,D06157
IDPs,,,Taizz,Mawiyah,,Hawafelah - ??????,2,Taizz,Mawiyah,SDSG,2019-05-27,Conflict,General Conflict,,Financial support,0,0,0,0,0,0,0,0,2,0,0,,20190101 - 20190622,D06159
IDPs,,,Amanat Al Asimah,As Sabain,, - ,6,Hajjah,Kushar,ODOG,2019-05-28,Conflict,Hajjah Conflict,,Food,0,0,0,0,0,0,0,0,6,0,0,,20190101 - 20190622,D04633
IDPs,,,Amanat Al Asimah,As Sabain,, - ,5,Al Hudaydah,Al Marawi'ah,ODOG,2019-05-28,Conflict,Al Hudaydah conflict,,Food,0,0,0,0,0,0,0,5,0,0,0,,20190101 - 20190622,D04634
